"Genus","Species","Variety","Name","CBS","SporeType","SporeName","SporeDim1_min2","SporeDim1_min","SporeDim1_max","SporeDim1_max2","SporeDim2_min2","SporeDim2_min","SporeDim2_max","SporeDim2_max2","Spore_units","SporeArea","Diameter1","Diameter2","Diam_units","ColonyArea","Comments","Growing_days","Temperature","Media","ColonyComments","Phylum"
"Nannizia","fulva","","Nannizia fulva","167.64","asexual","conidia",NA,3.3,8.3,NA,NA,1.7,3.3,NA,"um",11.388273369263,6,7,"cm",32.9867228626928,"",14,25,"2%MEA","","Ascomycota"
"Nannizia","grubyia","","Nannizia grubyia","243.66","sexual","ascospores",NA,3,3,NA,NA,2.4,2.4,NA,"um",5.65486677646163,7,7,"cm",38.484510006475,"",14,24,"2%MEA","","Ascomycota"
"Nannizia","grubyia","","Nannizia grubyia","243.66","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,7,7,"cm",38.484510006475,"",14,24,"2%MEA","","Ascomycota"
"Nannizia","gypsea","","Nannizia gypsea","170.64 x 171.64","sexual","ascospores",NA,2.5,4,NA,NA,1.5,2,NA,"um",4.46695205432299,9.6,9.6,"cm",72.3822947387088,"",14,25,"2%MEA","","Ascomycota"
"Nannizia","gypsea","","Nannizia gypsea","170.64 x 171.64","asexual","conidia",NA,3.5,9.5,NA,NA,1.7,3.3,NA,"um",12.7627201552085,9.6,9.6,"cm",72.3822947387088,"",14,25,"2%MEA","","Ascomycota"
"Nannizia","incurvata","","Nannizia incurvata","173.64","sexual","ascospores",NA,2.5,3.6,NA,NA,1.5,2,NA,"um",4.19206269713388,5,6,"cm",23.5619449019234,"",14,25,"2%MEA","","Ascomycota"
"Nannizia","incurvata","","Nannizia incurvata","173.64","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,5,6,"cm",23.5619449019234,"",14,25,"2%MEA","","Ascomycota"
"Neocosmospora","vasinfecta","","Neocosmospora vasinfecta","237.55","sexual","ascospores",NA,12,16,NA,NA,9,10.5,NA,"um",107.206849303752,2.9,2.9,"cm",6.60519855417254,"",5,25,"OA","","Ascomycota"
"Neocosmospora","vasinfecta","","Neocosmospora vasinfecta","237.55","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2.9,2.9,"cm",6.60519855417254,"",5,25,"OA","","Ascomycota"
"Neosartorya","fischeri","","Neosartorya fischeri","865.70/111.51","sexual","ascospores",NA,7,7,NA,NA,4,4,NA,"um",21.9911485751286,4,6,"cm",18.8495559215388,"",14,25,"CzA","","Ascomycota"
"Neosartorya","fischeri","","Neosartorya fischeri","865.70/111.51","asexual","conidia",NA,2,2.5,NA,NA,2,2.5,NA,"um",3.97607820219958,4,6,"cm",18.8495559215388,"",14,25,"CzA","","Ascomycota"
"Neotestudina","rosatii","","Neotestudina rosatii","","sexual","ascospores",NA,9,12,NA,NA,5,8,NA,"um",53.6034246518758,2.5,2.5,"cm",4.90873852123405,"",14,20,"PDA","","Ascomycota"
"Neotestudina","rosatii","","Neotestudina rosatii","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2.5,2.5,"cm",4.90873852123405,"",14,20,"PDA","","Ascomycota"
"Nigrospora","sphaerica","","Nigrospora sphaerica","","asexual","conidia",14,16,19,22,NA,16,19,NA,"um",240.528187540469,5.5,9,"cm",38.8772090881737,"",5,20,"MEA","","Ascomycota"
"Oidiodendron","cerealis","","Oidiodendron cerealis","","asexual","conidia",NA,3.5,5.5,NA,NA,2,3,NA,"um",8.83572933822129,1,1.5,"cm",1.17809724509617,"",10,22.5,"PDA","","Ascomycota"
"Oidiodendron","echinulatum","","Oidiodendron echinulatum","113.65","asexual","conidia",NA,2.5,4,NA,NA,2.5,4,NA,"um",8.29576810088555,1,1,"cm",0.785398163397448,"",10,25,"PDA","","Ascomycota"
"Oidiodendron","griseum","","Oidiodendron griseum","701.74","asexual","conidia",NA,2,3.6,NA,NA,1.6,2,NA,"um",3.95840674352314,1,1.5,"cm",1.17809724509617,"",14,25,"PDA","","Ascomycota"
"Oidiodendron","rhodogenum","","Oidiodendron rhodogenum","849.68","asexual","conidia",NA,2,4,NA,NA,1.5,2.2,NA,"um",4.35895980685584,0.5,1,"cm",0.392699081698724,"",10,19,NA,"","Ascomycota"
"Oidiodendron","tennuissimun","","Oidiodendron tennuissimun","920.73","asexual","conidia",NA,2,4,NA,NA,1.5,2.5,NA,"um",4.71238898038469,1.5,1.5,"cm",1.76714586764426,"",12,25,"PDA","","Ascomycota"
"Oidiodendron","trunctatum","","Oidiodendron trunctatum","115.65","asexual","conidia",NA,4,6.5,NA,NA,1.5,3,NA,"um",9.27751580513236,1,1,"cm",0.785398163397448,"",10,25,"PDA","","Ascomycota"
"Paecillium","lilacinum","","Paecillium lilacinum","","asexual","conidia",NA,2.5,3,NA,NA,2,2.2,NA,"um",4.53567439362026,5,7,"cm",27.4889357189107,"",14,25,"MEA","","Ascomycota"
"Papulaspora","immersa","","Papulaspora immersa","890.68","asexual","papulospore",NA,88,150,260,NA,88,150,260,"um",11122.0233918713,8,9,"cm",56.5486677646163,"",5,20,"MEA","",NA
"Papulaspora","irregularis","","Papulaspora irregularis","","asexual","papulospore",NA,140,170,NA,NA,250,300,NA,"um",33477.5967148162,5,5,"cm",19.6349540849362,"",5,20,"MEA","",NA
"Paraconiothyrium","minitans","","Paraconiothyrium minitans","860.71","asexual","conidia",NA,4,6,NA,NA,3.5,4,NA,"um",14.7262155637022,NA,NA,"cm",NA,"",NA,NA,NA,"","Ascomycota"
"Paraconiothyrium","sporulosum","","Paraconiothyrium sporulosum","303.77","asexual","conidia",NA,2.5,4.5,NA,NA,2.2,2.7,NA,"um",6.73478925113312,2.6,2.6,"cm",5.30929158456675,"",10,20,"OA","","Ascomycota"
"Paranomuraea","carnea","","Paranomuraea carnea","","asexual","conidia",NA,3,4,NA,NA,2,2.5,NA,"um",6.18501053675491,1.4,2.2,"cm",2.41902634326414,"",14,25,"MEA","","Ascomycota"
"Paranomuraea","marquandii","","Paranomuraea marquandii","","asexual","conidia",NA,3.5,3.5,NA,NA,3.5,3.5,NA,"um",9.62112750161874,5,7,"cm",27.4889357189107,"",14,25,"MEA","","Ascomycota"
"Pecilomyces","variotii","","Pecilomyces variotii","","asexual","conidia",NA,3.2,5,NA,NA,2,4,NA,"um",9.66039740978861,8,8,"cm",50.2654824574367,"",14,25,"MEA","","Ascomycota"
"Penicillium","brevicompactum","","Penicillium brevicompactum","","asexual","conidia",NA,3.5,4,NA,NA,3.5,4,NA,"um",11.0446616727766,1.5,2,"cm",2.35619449019234,"",14,24,"CzA","","Ascomycota"
"Penicillium","canescens","","Penicillium canescens","288.53","asexual","conidia",NA,2,2.5,NA,NA,2,2.5,NA,"um",3.97607820219958,3.5,4,"cm",10.9955742875643,"",11.5,25,"CzA","","Ascomycota"
"Penicillium","charlesii","","Penicillium charlesii","330.59","asexual","conidia",NA,2.5,3,NA,NA,2.5,3,NA,"um",5.9395736106932,2,2.5,"cm",3.92699081698724,"",13,25,"CzA","","Ascomycota"
"Penicillium","chrysogenum","","Penicillium chrysogenum","169.46/306.48","asexual","conidia",NA,2,4,NA,NA,2.8,3.5,NA,"um",7.42201264410589,2.5,4,"cm",7.85398163397448,"",14,25,"CzA","","Ascomycota"
"Penicillium","citrinum","","Penicillium citrinum","","asexual","conidia",NA,3,3,NA,NA,3,3,NA,"um",7.06858347057703,2,2.5,"cm",3.92699081698724,"",12,24,"CzA","","Ascomycota"
"Penicillium","corylophilum","","Penicillium corylophilum","312.48","asexual","conidia",NA,2.5,3,NA,NA,2.5,3,NA,"um",5.9395736106932,2.5,3,"cm",5.89048622548086,"",12,25,"MEA","","Ascomycota"
"Penicillium","cyclopium","","Penicillium cyclopium","","asexual","conidia",NA,2.7,2.7,NA,NA,2.7,2.7,NA,"um",5.7255526111674,4.5,5,"cm",17.6714586764426,"",14,24,"CzA","conidia measured by figure 240","Ascomycota"
"Penicillium","daleae","","Penicillium daleae","211.28","asexual","conidia",NA,2.5,4,NA,NA,2.5,3,NA,"um",7.01949608536469,4,4.5,"cm",14.1371669411541,"",12,24,"CzA","","Ascomycota"
"Penicillium","decumbens","","Penicillium decumbens","258.33","asexual","conidia",NA,2,2.5,NA,NA,2,2.5,NA,"um",3.97607820219958,2,3,"cm",4.71238898038469,"",12,25,"CzA","","Ascomycota"
"Penicillium","digitatum","","Penicillium digitatum","319.48","asexual","conidia",NA,3.5,5,NA,NA,3,3.5,NA,"um",10.8483121319273,1,1,"cm",0.785398163397448,"",12,24,"CzA","","Ascomycota"
"Penicillium","expansum","","Penicillium expansum","146.45","asexual","conidia",NA,3,3.5,NA,NA,3,3.5,NA,"um",8.29576810088555,4,5,"cm",15.707963267949,"",14,24,"CzA/MEA","","Ascomycota"
"Penicillium","funiculosum","","Penicillium funiculosum","884.72","asexual","conidia",NA,2.5,3.5,NA,NA,2,2.5,NA,"um",5.30143760293278,4.5,5.5,"cm",19.4386045440868,"",13,24,"CzA","","Ascomycota"
"Penicillium","glabrum","","Penicillium glabrum","","asexual","conidia",NA,3,3.5,NA,NA,3,3.5,NA,"um",8.29576810088555,5,6,"cm",23.5619449019234,"",13,25,"CzA","","Ascomycota"
"Penicillium","glandicola","","Penicillium glandicola","","asexual","conidia",NA,3,3.5,NA,NA,3,3.5,NA,"um",8.29576810088555,2,3,"cm",4.71238898038469,"",7,24,"CzA","","Ascomycota"
"Penicillium","griseofulvum","","Penicillium griseofulvum","","asexual","conidia",NA,2.5,3.5,NA,NA,2.2,2.5,NA,"um",5.53705705195201,1.8,2,"cm",2.82743338823081,"",7,24,"CzA","","Ascomycota"
"Penicillium","herquei","","Penicillium herquei","336.48","asexual","conidia",NA,3.5,4,NA,NA,2.2,3,NA,"um",7.65763209312512,2,3,"cm",4.71238898038469,"",14,24,"CzA","","Ascomycota"
"Penicillium","hirsutum","","Penicillium hirsutum","","asexual","conidia",NA,3,3.3,NA,NA,3,3.3,NA,"um",7.79311327631118,4.5,5,"cm",17.6714586764426,"",9,24,"CzA","","Ascomycota"
"Penicillium","hispanicum","","Penicillium hispanicum","","asexual","conidia",NA,2,3,NA,NA,2,2.5,NA,"um",4.41786466911065,1.5,2,"cm",2.35619449019234,"",14,25,"CzA","","Ascomycota"
"Penicillium","islandicum","","Penicillium islandicum","189.68","asexual","conidia",NA,3,3.5,NA,NA,2.5,3,NA,"um",7.01949608536469,2.5,3.5,"cm",6.87223392972767,"",14,NA,NA,"","Ascomycota"
"Penicillium","italicum","","Penicillium italicum","","asexual","conidia",NA,4,5,NA,NA,2.5,3.5,NA,"um",10.6028752058656,2,2.5,"cm",3.92699081698724,"",12,24,"CzA","","Ascomycota"
"Penicillium","janczewskii","","Penicillium janczewskii","","asexual","conidia",NA,3,3.5,NA,NA,3,3.5,NA,"um",8.29576810088555,2.5,3,"cm",5.89048622548086,"",11,25,"CzA","","Ascomycota"
"Penicillium","janthinellum","","Penicillium janthinellum","","asexual","conidia",NA,3,3.5,NA,NA,3,3.5,NA,"um",8.29576810088555,5,7,"cm",27.4889357189107,"",10,24,"CzA","","Ascomycota"
"Penicillium","jensenii","","Penicillium jensenii","342.48","asexual","conidia",NA,2,2.5,NA,NA,2,2.5,NA,"um",3.97607820219958,2.5,3,"cm",5.89048622548086,"",13,24,"CzA/MEA","","Ascomycota"
"Penicillium","lanosum","","Penicillium lanosum","","asexual","conidia",NA,2.5,3,NA,NA,2.5,3,NA,"um",5.9395736106932,2,2,"cm",3.14159265358979,"",7,24,"CzA/MEA","","Ascomycota"
"Penicillium","lividum","","Penicillium lividum","287.65","asexual","conidia",NA,3,4,NA,NA,2.6,3,NA,"um",7.69690200129499,3,3.5,"cm",8.24668071567321,"",11,25,"CzA","","Ascomycota"
"Penicillium","oxalicum","","Penicillium oxalicum","347.68","asexual","conidia",NA,4.5,6.5,NA,NA,3,4,NA,"um",15.1189146454009,3.5,5,"cm",13.7444678594553,"",10,24,"CzA","","Ascomycota"
"Penicillium","purpurogenum","","Penicillium purpurogenum","257.37","asexual","conidia",NA,3,3.5,NA,NA,2.5,3,NA,"um",7.01949608536469,1.5,2.5,"cm",2.94524311274043,"",14,25,"CzA","","Ascomycota"
"Penicillium","restrictum","","Penicillium restrictum","367.48","asexual","conidia",NA,2,2.5,3,NA,2,2.5,NA,"um",3.97607820219958,2,2.5,"cm",3.92699081698724,"",13,25,NA,"","Ascomycota"
"Penicillium","rubrum","","Penicillium rubrum","","asexual","conidia",NA,2.2,3.5,NA,NA,2,2.5,NA,"um",5.03636572278614,4,5,"cm",15.707963267949,"",14,NA,NA,"","Ascomycota"
"Penicillium","rugulosum","","Penicillium rugulosum","","asexual","conidia",NA,3,3.5,NA,NA,2.5,3,NA,"um",7.01949608536469,2.5,3,"cm",5.89048622548086,"",14,25,"MEA","","Ascomycota"
"Penicillium","sacculum","","Penicillium sacculum","449.69","asexual","conidia",NA,5.5,6,NA,NA,3,3.5,NA,"um",14.6771281784898,2.2,2.2,"cm",3.80132711084365,"",10,20,"MEA","","Ascomycota"
"Penicillium","scabrosum","","Penicillium scabrosum","","asexual","conidia",NA,3,3.5,NA,NA,3,3.5,NA,"um",8.29576810088555,2,2,"cm",3.14159265358979,"",10,20,"MEA","","Ascomycota"
"Penicillium","simplicissimum","","Penicillium simplicissimum","","asexual","conidia",NA,2.5,3,NA,NA,2.5,3,NA,"um",5.9395736106932,4,4.5,"cm",14.1371669411541,"",13,24,"CzA","","Ascomycota"
"Penicillium","solitum","","Penicillium solitum","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,3,4,"cm",9.42477796076938,"",14,25,"CzA","","Ascomycota"
"Penicillium","spinulosum","","Penicillium spinulosum","","asexual","conidia",NA,3,5.5,NA,NA,3,5.5,NA,"um",14.1862543263664,4.5,5.5,"cm",19.4386045440868,"",13,24,"CzA","","Ascomycota"
"Penicillium","steckii","","Penicillium steckii","260.55","asexual","conidia",NA,2,2.5,NA,NA,2,2.5,NA,"um",3.97607820219958,2,2,"cm",3.14159265358979,"",11,24,"CzA/MEA","","Ascomycota"
"Penicillium","stoloniferum","","Penicillium stoloniferum","227.28","asexual","conidia",NA,2.5,3.5,NA,NA,2.5,3.5,NA,"um",7.06858347057703,3,4,"cm",9.42477796076938,"",14,24,"CzA/MEA","","Ascomycota"
"Penicillium","thomii","","Penicillium thomii","111.66","asexual","conidia",NA,3,3.5,NA,NA,3,3.5,NA,"um",8.29576810088555,3.5,4,"cm",10.9955742875643,"",12,24,"CzA","","Ascomycota"
"Penicillium","variabile","","Penicillium variabile","","asexual","conidia",NA,3,3.5,NA,NA,2,2.5,NA,"um",5.74322406984384,3,4,"cm",9.42477796076938,"",14,25,"CzA","","Ascomycota"
"Penicillium","viridicatum","","Penicillium viridicatum","","asexual","conidia",NA,3,4,NA,NA,3,4,NA,"um",9.62112750161874,2.5,3.5,"cm",6.87223392972767,"",14,25,"CzA","","Ascomycota"
"Penicillium","vulpinum","","Penicillium vulpinum","","asexual","conidia",NA,4,4.5,NA,NA,3,3.5,NA,"um",10.8483121319273,2.5,3,"cm",5.89048622548086,"",13,24,"CzA/MEA","","Ascomycota"
"Penicillium","westlingii","","Penicillium westlingii","586.7","asexual","conidia",NA,2,2.5,NA,NA,2,2.5,NA,"um",3.97607820219958,1.5,2,"cm",2.35619449019234,"",10,24,"CzA","","Ascomycota"
"Periconia","macrospinosa","","Periconia macrospinosa","876.68","asexual","conidia",NA,18,35,NA,NA,18,35,NA,"um",551.545860245858,3.2,4.7,"cm",11.8123883774976,"",10,20,"MEA","","Ascomycota"
"Peziza ","ostracoderma","","Peziza  ostracoderma","202.68","sexual","ascospores",NA,11,13.5,NA,NA,6,8,10,"um",67.3478925113312,9,9,"cm",63.6172512351933,"",5,20,"MEA","","Ascomycota"
"Peziza ","ostracoderma","","Peziza  ostracoderma","202.68","asexual","conidia",NA,5,13,NA,NA,5,13,NA,"um",63.6172512351933,9,9,"cm",63.6172512351933,"",5,20,"MEA","","Ascomycota"
"Phialophora","cinerescens","","Phialophora cinerescens","418.5","asexual","conidia",NA,3,5,7,NA,2.5,3.5,NA,"um",9.42477796076938,1.2,1.7,"cm",1.60221225333079,"",10,20,"MEA","","Ascomycota"
"Phialophora","cyclaminis","","Phialophora cyclaminis","166.42","asexual","conidia",NA,1.5,2.5,NA,NA,1.5,2.5,NA,"um",3.14159265358979,3,3.5,"cm",8.24668071567321,"",10,20,"MEA","","Ascomycota"
"Phitomyces","chartarum","","Phitomyces chartarum","679.61","asexual","conidia",NA,18,29,NA,NA,10,17,NA,"um",249.16756733784,9,9,"cm",63.6172512351933,"",8,24,"PDA","","Ascomycota"
"Phoma","chrysanthemicola","","Phoma chrysanthemicola","","asexual","conidia",NA,3.5,6.5,NA,NA,1.5,3,NA,"um",8.83572933822129,6,8,"cm",37.6991118430775,"",7,21,"OA","","Ascomycota"
"Phoma","eupyrena","","Phoma eupyrena","","asexual","conidia",NA,3.5,6,NA,NA,1.5,3,NA,"um",8.39394287131023,4.5,4.5,"cm",15.9043128087983,"",7,21,"OA","","Ascomycota"
"Phoma","exigua","","Phoma exigua","","asexual","conidia",NA,4,8.5,NA,NA,2,3,NA,"um",12.2718463030851,6,8,"cm",37.6991118430775,"",7,21,"OA","","Ascomycota"
"Phoma","glomerata","","Phoma glomerata","","asexual","conidia",NA,6,7.5,NA,NA,3,3.5,NA,"um",17.2296722095315,5,7.5,"cm",29.4524311274043,"",7,21,"OA","","Ascomycota"
"Phoma","herbarum","","Phoma herbarum","","asexual","conidia",NA,4.5,5,NA,NA,2,2.5,NA,"um",8.39394287131023,3.5,4.5,"cm",12.3700210735098,"",7,21,"OA","","Ascomycota"
"Phoma","leveillei","","Phoma leveillei","","asexual","conidia",NA,3,7,NA,NA,1,3,NA,"um",7.85398163397448,2,3,"cm",4.71238898038469,"",7,21,"OA","","Ascomycota"
"Phoma","pinodella","","Phoma pinodella","","asexual","conidia",NA,4,9,NA,NA,2,4,NA,"um",15.3152641862502,4,6.5,"cm",20.4203522483337,"",7,21,"OA","","Ascomycota"
"Phoma","pomorum","","Phoma pomorum","","asexual","conidia",NA,5,7,NA,NA,2,3.4,NA,"um",12.7234502470387,4,6,"cm",18.8495559215388,"",7,21,"OA","","Ascomycota"
"Phymatotrichopsis","omnivora","","Phymatotrichopsis omnivora","183.79","asexual","conidia",NA,6,8,NA,NA,5,6,NA,"um",30.2378292908018,1,1,"cm",0.785398163397448,"",1,25,"MEA","","Ascomycota"
"Phytium","aphanidermatum","","Phytium aphanidermatum","258.3","sexual/asexual","oospore",NA,17,19,NA,NA,17,19,NA,"um",254.469004940773,2.5,3,"cm",5.89048622548086,"",1,25,"CMA","","Oomycota"
"Phytium","intermedium","","Phytium intermedium","224.68","sexual/asexual","oospore",NA,13,22,NA,NA,13,22,NA,"um",240.528187540469,2.5,2.5,"cm",4.90873852123405,"",1,25,"CMA","","Oomycota"
"Phytium","irregulare","","Phytium irregulare","287.31/250.28","sexual/asexual","oospore",NA,8,25,NA,NA,8,25,NA,"um",213.824649984955,2.5,3,"cm",5.89048622548086,"",1,25,"CMA","","Oomycota"
"Phytium","mamillatum","","Phytium mamillatum","251.28","sexual/asexual","oospore",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2.5,2.8,"cm",5.49778714378214,"",1,25,"CMA","","Oomycota"
"Phytium","oligandrum","","Phytium oligandrum","382.34","sexual/asexual","oospore",NA,15,30,NA,NA,15,30,NA,"um",397.607820219958,2.7,3,"cm",6.36172512351933,"",1,25,"CMA","","Oomycota"
"Phytium","paroecandrum","","Phytium paroecandrum","157.69","sexual/asexual","oospore",NA,10,22,NA,NA,10,22,NA,"um",201.061929829747,1.5,1.5,"cm",1.76714586764426,"",1,25,"CMA","","Oomycota"
"Phytium","rostratum","","Phytium rostratum","172.68","sexual/asexual","oospore",NA,NA,NA,NA,NA,NA,NA,NA,"um",NA,0.7,0.9,"cm",0.494800842940392,"",1,25,"CMA","","Oomycota"
"Phytium","sylvaticum","","Phytium sylvaticum","225.68/232.68","sexual/asexual","oospore",9,10,24,30,9,10,24,30,"um",226.980069221863,3,3,"cm",7.06858347057703,"",1,26.5,"CMA","","Oomycota"
"Phytium","torulosum","","Phytium torulosum","405.67","sexual/asexual","oospore",NA,11,15,NA,NA,11,15,NA,"um",132.732289614169,1.3,1.3,"cm",1.32732289614169,"",1,25,"CMA","","Oomycota"
"Phytium","ultimum","ultimum","Phytium ultimum ultimum","","sexual/asexual","oospore",NA,15,18,NA,NA,15,18,NA,"um",213.824649984955,3,3,"cm",7.06858347057703,"",1,25,"CMA","","Oomycota"
"Phytophtora","cactorum","","Phytophtora cactorum","268.55","sexual/asexual","chlamydospores",NA,19,33,55,NA,19,33,55,"um",530.929158456675,NA,NA,"cm",NA,NA,NA,NA,NA,"",NA
"Phytophtora","cactorum","","Phytophtora cactorum","268.55","sexual/asexual","oospore",NA,20,26,NA,NA,20,26,NA,"um",415.47562843725,NA,NA,"cm",NA,NA,NA,NA,NA,"","Oomycota"
"Phytophtora","cinnamomi","","Phytophtora cinnamomi","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"cm",NA,NA,NA,NA,NA,"","Ascomycota"
"Plectosphaerella","cucumerina","","Plectosphaerella cucumerina","","sexual","ascospores",NA,10.8,12,NA,NA,2.8,3,NA,"um",25.9652632819196,4,5,"cm",15.707963267949,"",10,20,"MEA/OA","","Ascomycota"
"Plectosphaerella","cucumerina","","Plectosphaerella cucumerina","","asexual","conidia",NA,8.2,13.5,NA,NA,2.2,3,NA,"um",22.156082189442,4,5,"cm",15.707963267949,"",10,20,"MEA/OA","","Ascomycota"
"Pleospora","herbarum","","Pleospora herbarum","406.76","asexual","conidia",20,24,38,NA,12,15,26,NA,"um",499.120532839078,6,8,"cm",37.6991118430775,"",9,23,"MEA","","Ascomycota"
"Pleurostomophora","richardsiae","","Pleurostomophora richardsiae","270.33","asexual","conidia",NA,8,16,NA,NA,1.5,3,NA,"um",21.2057504117311,2,2.5,"cm",3.92699081698724,"",10,20,"MEA","","Ascomycota"
"Pochonia","chlamydosporia","catenulata","Pochonia chlamydosporia catenulata","","asexual","conidia",NA,2.9,3.3,NA,NA,1.9,2.2,NA,"um",4.99120532839078,2.3,2,"cm",3.61283155162826,"",10,20,"MEA","","Ascomycota"
"Pochonia","chlamydosporia","chlamydospria","Pochonia chlamydosporia chlamydospria","103.65","asexual","conidia",NA,3,4,NA,NA,1.5,2,NA,"um",4.81056375080937,1.3,2,"cm",2.04203522483337,"",10,20,"MEA","","Ascomycota"
"Preussia","aemulans","","Preussia aemulans","120.66","sexual","ascospores",NA,28,35,NA,NA,5,7,NA,"um",148.440252882118,2.6,3.2,"cm",6.53451271946677,"",10,24,"OA","","Ascomycota"
"Preussia","aemulans","","Preussia aemulans","120.66","asexual","conidia",NA,2.5,3,NA,NA,1.5,2,NA,"um",3.77972866135022,2.6,3.2,"cm",6.53451271946677,"",10,24,"OA","","Ascomycota"
"Preussia","fleischhakii","","Preussia fleischhakii","126.66","sexual","ascospores",NA,26,35,NA,NA,5.5,7.5,NA,"um",155.705185893544,3,3,"cm",7.06858347057703,"",10,24,"OA","","Ascomycota"
"Preussia","fleischhakii","","Preussia fleischhakii","126.66","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,3,3,"cm",7.06858347057703,"",10,24,"OA","","Ascomycota"
