"text_entry","spec","spore_type","measure_orig","Dim1","Dim2","Dim3"
"Zygospores globose to subglobose, 35-55 µm","Thamnidium ctenidium_26981_34589","Zygospores","35-55",45,NA,NA
"Azygospores abundant. Short outgrowths are formed on the hyphae, which are broadening more or less funnellike near the tip, to give rise to a kind of suspensor. On the broad portion the azygospore is originating. Sometimes the suspensors are branching, each branch bearing 1-2 spores, or 2-3 spores are formed on one suspensor. Occasionally 2 or even 3 spores on a suspensor may fuse to form one irregular spore. In all cases 8-14 hyphae are growing out of the suspensor and are more or less surrounding the spores. In some cases those threads are straight instead of incurved. Azygopores globose, red-brown, the wall covered by rather flat pyramidal warts with fringed border; 70-107 µm","Absidia spinosa var. azygospora_58737_293","Azygospores","; 70-107",88.5,NA,NA
"zygospores [CBS 116.08 (-) x CBS 198.28 (+), on PDA at 25°C] globose, up to 80 µm","Mucor circinelloides f. griseocyanus_16253_14983","zygospores","80",80,NA,NA
"zygospores [CBS 205.68 (=) x CBS 232.29 (-) on PDA at 25°C] globose or nearly so, up to 70 µm","Mucor circinelloides f. janssenii_16260_14984","zygospores","70",70,NA,NA
"zygospores [CBS 108.17 (-) x CBS 277.49 (+), on beerwort agar at 25°C] globose to slightly compressed between suspensors, up to 115 x 105 µm,","Mucor circinelloides f. lusitanicus_16268_14982","zygospores","115 x 105",115,105,NA
"zygospores [CBS 205.68 (=) x CBS 232.29 (-) on PDA at 25°C] globose or nearly so, up to 70 µm","Mucor griseocyanus f. janssenii_16313_14984","zygospores","70",70,NA,NA
"zygospores (CBS 106.09 x CBS 365.68 on PDA., at 20°C) black, globose to slightly compressed, up to 93 x 85 (110 x 108) µm,","Mucor hiemalis f. corticola_16337_7897","zygospores","93 x 85 (110 x 108)",93,97.5,108
"(azygospores may be present); suspensors equal or unequal (i.e.: one suspensor swollen) up to 30 µm","Mucor hiemalis f. corticola_16337_7897","(azygospores","30",30,NA,NA
"zygospores (CBS 412.71 x CBS 250.35, on cherry agar at 10°C) up to 65 x 70 µm,","Mucor hiemalis f. silvaticus_16347_7899","zygospores","65 x 70",65,70,NA
"zygospores [CBS 115.08 (+) x CBS 238.35 (-) on cherry agar at 10°C] in the lower portion of the colony, on hyphae bearing both zygospores and sporangia, globose or nearly so, up to 90 µm","Mucor racemosus f. sphaerosporus_16464_14989","zygospores","90",90,NA,NA
"zygospores and sporangia, globose or nearly so, up to 90 µm","Mucor racemosus f. sphaerosporus_16464_14989","zygospores","90",90,NA,NA
"zygospores 26-62 µm","Absidia cylindrospora var. rhizomorpha_60_133","zygospores","26-62",44,NA,NA
"zygospores stellate, from 2-4 µm","Absidia cylindrospora var. rhizomorpha_60_133","zygospores","2-4",3,NA,NA
"zygospores showing through the agar; odor none or faint; sporangiophores to 16.5 µm","Rhizopus sexualis var. americanus_24438_143","zygospores","16.5",16.5,NA,NA
"zygospores variable in size, 60-235 µm","Rhizopus sexualis var. americanus_24438_143","zygospores","60-235",147.5,NA,NA
"zygospores borne on zygophores and surrounded with droplets of exudate, sometimes between branches of same zygophores, others between different zygophores; zygophores smooth, up to 15 µm","Rhizopus sexualis var. americanus_24438_143","zygospores","15",15,NA,NA
"Zygospores naked, globose to subglobose, (42-) 54 (-80) x (40-) 52 (-70) µm,","Mortierella spinosa var. mutabilis_268050_18589","Zygospores","(42-) 54 (-80) x (40-) 52 (-70)",54,52,NA
"zygospores 36-63 µm","Absidia cylindrospora var. nigra_57_7562","zygospores","36-63",49.5,NA,NA
"Zygospores (38,5-) 63,5-78 (-98,5) µm","Choanephora persicaria var. indica_187666_13939","Zygospores","(38,5-) 63,5-78 (-98,5)",70.75,NA,NA
"Zygospores (38,5-) 63,5-78 (-98,5) µm","Gilbertella persicaria var. indica_11597_13939","Zygospores","(38,5-) 63,5-78 (-98,5)",70.75,NA,NA
"Zygospores homothallic, reddish brown to dark brown, mostly inside an exudate droplet, up to 80 µm","Protomycocladus faisalabadensis_31161_274","Zygospores","80",80,NA,NA
"zygospores in the peninsular individuals, but zygospores measuring 40-53(-62) x 7-9 µm","Legeriomyces rarus_190875_18266","zygospores","40-53(-62) x 7-9",53,8,NA
"zygospores measuring 40-53(-62) x 7-9 µm","Legeriomyces rarus_190875_18266","zygospores","40-53(-62) x 7-9",53,8,NA
"zygospores [CBS 116.08 (-) x CBS 198.28 (+), on PDA at 25°C] globose, up to 80 µm","Mucor griseocyanus_35522_14983","zygospores","80",80,NA,NA
"zygospores 50-80 µm","Rhizopus ramosus_361818_422","zygospores","50-80",65,NA,NA
"Zygospores (fide Ellis & Hesseltine 1966, p. 62) heterothallic, 50-80 (rarely up to 85,5 x 102,5) µm","Rhizopus ramosus_361818_13936","Zygospores","85,5 x 102,5)",85.5,102.5,NA
"zygospores 41-83.5(94) µm","Lichtheimia corymbifera_162924_423","zygospores","41-83.5(94)",83.5,NA,NA
"Zygospores short-ellipsoidal between suspensors, 60-100-45-80 µm,","Lichtheimia corymbifera_162924_11404","Zygospores","60-100-45-80",72.5,NA,NA
"Zygospores (fide Ellis & Hesseltine, 1966, p. 68) heterothallic, 41-83,5 (-94) µm","Lichtheimia corymbifera_162924_13935","Zygospores","41-83,5 (-94)",83.5,NA,NA
"Zygospores (compiled from Ellis & Hesseltine, 1966 and Nottebrock, Scholer & Wall, 1974) borne in the aerial mycelium, globose to slightly compressed, 41-94 µm","Lichtheimia corymbifera_162924_14820","Zygospores","41-94",67.5,NA,NA
"zygospores 50-80 µm","Lichtheimia ramosa_167357_422","zygospores","50-80",65,NA,NA
"Zygospores (fide Ellis & Hesseltine 1966, p. 62) heterothallic, 50-80 (rarely up to 85,5 x 102,5) µm","Lichtheimia ramosa_167357_13936","Zygospores","85,5 x 102,5)",85.5,102.5,NA
"zygospores (CBS 201.65 (-) x CBS 200.28 (+), on beerwort agar at 20° C) globose or nearly so, up to 70 x 65 (100 x 90) µm,","Mucor hiemalis f. hiemalis_16320_7898","zygospores","70 x 65 (100 x 90)",70,82.5,90
"zygospores 40-67 µm","Absidia cylindrospora var. cylindrospora_50_7570","zygospores","40-67",53.5,NA,NA
"zygospores in single-sporangium transfers, light grey colonies growing well at 25ºC and up to 31ºC, scanty whorls (up to four branches) of sporangiophores, and spores 3.3-5.5 x 2.2-3.5 µm.","Absidia cylindrospora var. cylindrospora_50_13806","zygospores","3.3-5.5 x 2.2-3.5",4.4,2.85,NA
"Zygospores covered with blunt stellate projections to 4.5 µm","Absidia cylindrospora var. cylindrospora_50_13806","Zygospores","4.5",4.5,NA,NA
"Zygospores (homothallic) black, up to 150 µm","Rhizopus sexualis var. sexualis_24435_7662","Zygospores","150",150,NA,NA
"Zygospores formed from tongs-1ike often slightly unequal, apposed suspensors, brown to reddish-brown, translucent, with a smooth, thin outer layer and a striate, thick inner layer, 30-105 µm","Choanephorella cucurbitarum_155771_406","Zygospores","30-105",67.5,NA,NA
"zygospores at first white, when mature dark brown to black, slightly roughened (blunt projections no more than 5 µm","Sporodinia megalocarpus_158315_23169","zygospores","5",5,NA,NA
"zygospores up to 0.5 cm. above substrate hence below the sporangia, dichotomously divided, nearly hyaline below but dark brown in region of zygospores, terminally tapering to 5 µm;","Sporodinia megalocarpus_158315_23169","zygospores","5",5,NA,NA
"azygospores seen which reach a diam. to 160 µm;","Sporodinia megalocarpus_158315_23169","azygospores","160",160,NA,NA
"zygospores 50-80 µm","Absidia corymbifera var. ramosa_167358_422","zygospores","50-80",65,NA,NA
"Zygospores (fide Ellis & Hesseltine 1966, p. 62) heterothallic, 50-80 (rarely up to 85,5 x 102,5) µm","Absidia corymbifera var. ramosa_167358_13936","Zygospores","85,5 x 102,5)",85.5,102.5,NA
"zygospores [CBS 195.68 (+) x CBS 108.16 (-), on whey agar at 25°C] globose to slightly compressed, up to 100 µm","Calyptromyces circinelloides_203238_14981","zygospores","100",100,NA,NA
"zygospores [CBS 213.75 (+) x CBS 226.32 (-) on beerwort agar at 24° ] formed in the aerial mycelium in a ladder-1ike fashion, globose or subglobose, up to 85 µm","Calyptromyces plumbeus_165016_14987","zygospores","85",85,NA,NA
"Zygospores globose, (72-)89-112(-126), av. 100, µm","Mucor circinans_41093_34462","Zygospores",". 100,",100,NA,NA
"Zygospores globose and 18-58 µm","Mucor moelleri_150449_38487","Zygospores","18-58",38,NA,NA
"Zygospores (112.07 x 346.36 on YEA at 30°C) reddish brown when young, then brown, stellate conical projections, up to 140 µm","Rhizopus oryzae_24387_7663","Zygospores","140",140,NA,NA
"Zygospores formed from tongs-1ike often slightly unequal, apposed suspensors, brown to reddish-brown, translucent, with a smooth, thin outer layer and a striate, thick inner layer, 30-105 µm","Rhopalomyces elegans var. cucurbitarum_155772_406","Zygospores","30-105",67.5,NA,NA
"Zygospores on YpD (50-)55-75(-85) µm","Thamnidium nigricans_167288_34494","Zygospores","(50-)55-75(-85)",65,NA,NA
"Zygospores on MEYE globose to subglobose, 70-175 µm","Thamnidium piriforme_167312_34492","Zygospores","70-175",122.5,NA,NA
"Zygospores (50-)70-100(-125) µm","Thamnidium repens_143038_34495","Zygospores","(50-)70-100(-125)",85,NA,NA
"zygospores (125-)160185(-208) µm","Tieghemella glauca_160661_322","zygospores","(125-)160185(-208)",172.5,NA,NA
"zygospores globose to slightly compressed between the suspensors, tuberculate, brownish, 30-50 µm","Cunninghamella echinulata_7219_279","zygospores","30-50",40,NA,NA
"Zygospores (fide Cutter, 1946) formed at 25°C, heterothallic, nearly opaque 46-80 x 40-63 (av. 70 x 58) µm","Cunninghamella echinulata_7219_13937","Zygospores",". 70 x 58)",70,58,NA
"Zygospores ellipsoidal, black, with smooth surface, 33.8-35.3 x 24.3-24.7 µm.","Neozygites cinarae_205267_67479","Zygospores","33.8-35.3 x 24.3-24.7",34.55,24.5,NA
"Zygospores 85-105 x 14-18(-20) µm.","Genistellospora guanacastensis_205320_49615","Zygospores","85-105 x 14-18(-20)",95,18,NA
"Zygospores formed from tongs-1ike often slightly unequal, apposed suspensors, brown to reddish-brown, translucent, with a smooth, thin outer layer and a striate, thick inner layer, 30-105 µm","Choanephora infundibulifera f. cucurbitarum_5139_406","Zygospores","30-105",67.5,NA,NA
"Zygospores biconical (Type II), 78-82 x 13-18 µm.","Smittium biforme_413613_18064","Zygospores",")78-82 x 13-18",80,15.5,NA
"zygospores showing through the agar; odor none or faint; sporangiophores to 16.5 µm","Rhizopus americanus_187404_143","zygospores","16.5",16.5,NA,NA
"zygospores variable in size, 60-235 µm","Rhizopus americanus_187404_143","zygospores","60-235",147.5,NA,NA
"zygospores borne on zygophores and surrounded with droplets of exudate, sometimes between branches of same zygophores, others between different zygophores; zygophores smooth, up to 15 µm","Rhizopus americanus_187404_143","zygospores","15",15,NA,NA
"Zygospores formed in mycelial cultures originated from single hyphal tip (homothallic), superficial, unadorned, mostly 34-52 µm","Mortierella tsukubaensis_211878_61080","Zygospores","34-52",43,NA,NA
"Zygospores biconical, 48.5-55 x 7.5-11(-12.5) µm,","Tectimyces robustus_376717_40676","Zygospores","48.5-55 x 7.5-11(-12.5)",51.75,11,NA
"Zygospores biconical, (34-)45(-54) x 7-9 µm,","Baetimyces ancorae_376841_17304","Zygospores","(34-)45(-54) x 7-9",45,8,NA
"Zygospores (27-)42(-50) x 8-9 µm,","Bojamyces transfuga_426241_18238","Zygospores","(27-)42(-50) x 8-9",42,8.5,NA
"zygospores are unknown.  A comparison of sporangium formation in Gamsiella multidivaricata (Benjamin 1978) and Lobosporangium transversale demonstrates that the early stages of fertile-branch formation are similar. Each fertile branch of Lobosporangium appears to be shorter than those of Gamsiella because the sporangia of L. transversale are much longer than the sporangia and pedicels of G. multidivaricata (230-400 µm","Gamsiella multidivaricata_430354_17773","zygospores","(230-400",315,NA,NA
"Zygospores biconical, 82-97 x (14-)16-18(-20) µm","Smittium pseudodimorphum_429729_17925","Zygospores","82-97 x (14-)16-18(-20)",89.5,17,NA
"Zygospores fusiform, (160-)170-180(-190) x 15-18 µm;","Smittium heterosporum_429732_17917","Zygospores","(160-)170-180(-190) x 15-18",175,16.5,NA
"Zygospores biconical, 35-40 x 7-8 µm;","Smittium bulbosporophorus_429735_17913","Zygospores","35-40 x 7-8",37.5,7.5,NA
"Zygospores (Type II) 70-83 x 11-13 µm,","Legeriosimilis europaeus_413612_18060","Zygospores",") 70-83 x 11-13",76.5,12,NA
"Zygospores 66-75 x 10-13 µm.","Smittium precipitiorum_413614_18066","Zygospores","66-75 x 10-13",70.5,11.5,NA
"zygospores (Type I) 26-28 x 4-4.5 µm,","Genistelloides amplisporus_413609_18056","zygospores",") 26-28 x 4-4.5",27,4.25,NA
"Zygospores (Type II) 61-72 x 11-14 µm.","Glotzia stenospora_413611_18062","Zygospores",") 61-72 x 11-14",66.5,12.5,NA
"Zygospores numerous, globose (24-28) to ovoid (28-32) x (12-)16-20 µm","Siepmannia lariceti_434655_26159","Zygospores","(28-32) x (12-)16-20",30,16,NA
"Zygospores biconical, 36-43 x 7-10 µm,","Ejectosporus spica_437246_19011","Zygospores","36-43 x 7-10",39.5,8.5,NA
"Zygospores biconical, 54-71 x 9-12.5(-14) µm","Ejectosporus trisporus_437247_19013","Zygospores","54-71 x 9-12.5(-14)",62.5,12.5,NA
"Zygospores 35-38 x 5-6 µm,","Capniomyces celatus_442819_23509","Zygospores","35-38 x 5-6",36.5,5.5,NA
"Zygospores 39-43 x 9-9.5 µm,","Legeriomyces dolabrae_442820_23511","Zygospores","39-43 x 9-9.5",41,9.25,NA
"Zygospores 89-92 x 13 µm,","Stipella latispora_442821_23513","Zygospores","89-92 x 13",90.5,13,NA
"Zygospores biconical, Type I at maturity 50-60 x 5-7 µm,","Bojamyces olmecensis_450830_25861","Zygospores","50-60 x 5-7",55,6,NA
"Zygospores Type I, perpendicular to and straight or slightly bent at the medial point of attachment, 53-65 x 5.5-7 µm,","Allantomyces zopilotei_450831_25857","Zygospores","53-65 x 5.5-7",59,6.25,NA
"Zygospores spherical, 14-16 µm","Asellaria jatibunicua_450834_25834","Zygospores","14-16",15,NA,NA
"Zygospores smooth, subglobose, 27.5-42.5 µm,","Conidiobolus margaritatus_438413_20068","Zygospores","27.5-42.5",35,NA,NA
"Zygospores not seen in culture or on substrate. Tall sporangiophores mostly unbranced, short sporangiophores branched sympodially, sporangia white, turning black with age. Columellae ranging from cylindrical to pyriform, smaller columellae mostly conical, (50-)104-180 (-250) µm","Mucor renisporus_441217_22789","Zygospores","(50-)104-180 (-250)",142,NA,NA
"zygospores up to 38 µm.","Lentamyces parricida_450923_7565","zygospores","38",38,NA,NA
"zygospores unknown, presumably heterothallic; chlamydospores not seen; sucker-type mycelium present in great abundance in the substrate, thin-walled, very twisted and with short blunt branches from 1.5-4.5 µm","Lentamyces zychae_450924_25918","zygospores","1.5-4.5",3,NA,NA
"Zygospores (Type II), 67--73 x 12--14 µm,","Legeriosimilis leptocerci_455650_29456","Zygospores",")67--73 x 12--14",70,13,NA
"Zygospores (Type II) 46--54.5 x 7--8.5 µm,","Legeriosimilis whitneyi_455651_29458","Zygospores",") 46--54.5 x 7--8.5",50.25,7.75,NA
"Zygospores (Type III) (37--) 40--44 x 10--13.5 µm","Pennella digitata_455653_29462","Zygospores",") (37--) 40--44 x 10--13.5",40,11.75,NA
"Zygospores (85-)102(-129) µm,","Lancisporomyces lampetriformis_457905_30915","Zygospores","(85-)102(-129)",102,NA,NA
"Zygospores attached coaxially to the clavate zygosporophore (30-)40(-53) x (6-)7.5(-10) µm,","Lancisporomyces lampetriformis_457905_30915","Zygospores","(30-)40(-53) x (6-)7.5(-10)",40,7.5,NA
"Zygospores (Type II) are biconical, 56.5-67 x 7.5-11.5 µm","Smittium shaanxiense_458463_31874","Zygospores","56.5-67 x 7.5-11.5",61.75,9.5,NA
"Zygospores have a collar (15.5-19.5 x 3-4 µm)","Smittium shaanxiense_458463_31874","Zygospores","(15.5-19.5 x 3-4",17.5,3.5,NA
"Zygospores (Type II) biconical, 75-90 x 15-19 µm,","Sinotrichium chironomidarum_458544_32027","Zygospores","75-90 x 15-19",82.5,17,NA
"zygospores (Type II) with a pronounced median bulge, (47-)54(-62) x (21-)24(-28) µm,","Austrosmittium patagonicum_460976_33240","zygospores","(47-)54(-62) x (21-)24(-28)",54,24,NA
"zygospores (Type II) (23-)26(-28) x 10-12 µm,","Austrosmittium lenticum_460977_33242","zygospores",") (23-)26(-28) x 10-12",26,11,NA
"Zygospores biconical, cylindrical, 50-59.5 x 4-5.5 µm","Smittium colboi_471710_42233","Zygospores","50-59.5 x 4-5.5",54.75,4.75,NA
"Zygospores biconical (41-)45 (-60) x (8-)9.4(-12) µm,","Capniomyces sasquatchoides_471722_42306","Zygospores","(41-)45 (-60) x (8-)9.4(-12)",45,9.4,NA
"zygospores 85-105 x 15-20 µm,","Genistellospora dorsicaudata_472170_43085","zygospores","85-105 x 15-20",95,17.5,NA
"Zygospores biconical, 49-55 x 7-8 µm,","Klastostachys reflexa_474750_50540","Zygospores","49-55 x 7-8",52,7.5,NA
"Zygospores are typically lance-shaped, with a thickened conical head, 37-48 x 6-7.5(-9) µm,","Lancisporomyces nemouridarum_450273_25866","Zygospores","37-48 x 6-7.5(-9)",42.5,7.5,NA
"zygospores 41-83.5(94) µm","Mycocladus corymbifer_454049_423","zygospores","41-83.5(94)",83.5,NA,NA
"Zygospores short-ellipsoidal between suspensors, 60-100-45-80 µm,","Mycocladus corymbifer_454049_11404","Zygospores","60-100-45-80",72.5,NA,NA
"Zygospores (fide Ellis & Hesseltine, 1966, p. 68) heterothallic, 41-83,5 (-94) µm","Mycocladus corymbifer_454049_13935","Zygospores","41-83,5 (-94)",83.5,NA,NA
"Zygospores (compiled from Ellis & Hesseltine, 1966 and Nottebrock, Scholer & Wall, 1974) borne in the aerial mycelium, globose to slightly compressed, 41-94 µm","Mycocladus corymbifer_454049_14820","Zygospores","41-94",67.5,NA,NA
"zygospores up to 38 µm.","Siepmannia parricida_456273_7565","zygospores","38",38,NA,NA
"zygospores unknown, presumably heterothallic; chlamydospores not seen; sucker-type mycelium present in great abundance in the substrate, thin-walled, very twisted and with short blunt branches from 1.5-4.5 µm","Siepmannia zychae_456288_25918","zygospores","1.5-4.5",3,NA,NA
"zygospores unknown, presumably heterothallic; chlamydospores not seen; sucker-type mycelium present in great abundance in the substrate, thin-walled, very twisted and with short blunt branches from 1.5-4.5 µm","Siepmannia zychae_457568_25918","zygospores","1.5-4.5",3,NA,NA
"zygospores up to 38 µm.","Siepmannia parricida_457562_7565","zygospores","38",38,NA,NA
"Zygospores spherical, 14-16 µm","Asellaria jatibonicua_458774_46453","Zygospores","14-16",15,NA,NA
"Zygospores biconical, 35-40 x 7-8 µm;","Smittium bulbosporophorum_463827_17913","Zygospores","35-40 x 7-8",37.5,7.5,NA
"Zygospores rare, biconical, (46-)52(-58) x (5.5-)6(-8) µm,","Smittium culisetae_463875_53114","Zygospores","(46-)52(-58) x (5.5-)6(-8)",52,6,NA
"Zygospores rare, biconical, (46-) 52 (-58) x (5.5-) 6(-8) µm,","Smittium culisetae_463875_53115","Zygospores","(46-) 52 (-58) x (5.5-) 6(-8)",52,6,NA
"zygospores 47-66.5 x 6.5-9.5 µm","Laculus insecticola_477547_49807","zygospores","47-66.5 x 6.5-9.5",56.75,8,NA
"zygospores [CBS 640.67 (-) x CBS 144.24 (+), on beerwort agar at 15°C] globose to compressed between suspensors, up to 250 x 200 µm,","Ascophora vulgaris_481955_15865","zygospores","250 x 200",250,200,NA
"Zygospores biconical, (40-)43(-49)-(7.0-)8.3(-10) µm","Ephemerellomyces kandelii_478591_52027","Zygospores","(40-)43(-49)-(7.0-)8.3(-10)",28,NA,NA
"zygospores not produced. At 37°C on synthetic mucor agar, colonies spread and covered 65 mm plate in 72 hr; aerial mycelium wheat grey and well-developed; reverse colony dirty white; diffusible pigment none, sporulation abundant; zygospores profusely produced. Mycelium hyaline, smooth, aseptate and branched; sporangiophores branched, developed from stolons, lateral in position, mostly aseptate, very rarely with one septum at the proximal end, each branch bears a fertile sporangium; occasionally 2-3 branches develop in a verticillate fashion, aseptate, one, a few or all of them bear abortive sporangia. Sporangia globose, multispored, smooth, columellate with deliquescent hyaline wall, 52-102 µm","Thermomucor abortosporangium_480728_52658","zygospores","52-102",77,NA,NA
"zygospores profusely produced. Mycelium hyaline, smooth, aseptate and branched; sporangiophores branched, developed from stolons, lateral in position, mostly aseptate, very rarely with one septum at the proximal end, each branch bears a fertile sporangium; occasionally 2-3 branches develop in a verticillate fashion, aseptate, one, a few or all of them bear abortive sporangia. Sporangia globose, multispored, smooth, columellate with deliquescent hyaline wall, 52-102 µm","Thermomucor abortosporangium_480728_52658","zygospores","52-102",77,NA,NA
"Zygospores smooth, reddish brown, 28-34 µm,","Thermomucor abortosporangium_480728_52658","Zygospores","28-34",31,NA,NA
"Zygospores formed between adjacent conjugating cells of a hyphal body. Mature zygospores smooth, globose or subglobose, 25-31 µm","Conidiobolus sinensis_480733_52670","Zygospores","25-31",28,NA,NA
"zygospores smooth, globose or subglobose, 25-31 µm","Conidiobolus sinensis_480733_52670","zygospores","25-31",28,NA,NA
"Zygospores rare, biconical, (46-)52(-58) x (5.5-)6(-8) µm,","Zancudomyces culisetae_481021_53114","Zygospores","(46-)52(-58) x (5.5-)6(-8)",52,6,NA
"Zygospores rare, biconical, (46-) 52 (-58) x (5.5-) 6(-8) µm,","Zancudomyces culisetae_481021_53115","Zygospores","(46-) 52 (-58) x (5.5-) 6(-8)",52,6,NA
"Zygospores produced homothallically, helically coiled (one 360° coil plus one 270° coil) with a distal straight portion , overall (34-)40-46.5 x 6.5-8.5 µm","Orphella italica_481275_53355","Zygospores","(34-)40-46.5 x 6.5-8.5",40,7.5,NA
"Zygospores biconical, 72-74 x 18-20 µm,","Harpellomyces aprutinus_481276_53356","Zygospores","72-74 x 18-20",73,19,NA
"zygospores (CBS 196.71 (-) x CBS 195.71 (+) on PDA at 25°C) mainly produced in the upper portion of the colony, sometimes in a ladder-1ike fashion, globose, compressed between suspensors, up to 160 x 125 µm,","Backusella recurva_507952_15787","zygospores","160 x 125",160,125,NA
"zygospores up to 18 µm","Backusella recurva_507952_15787","zygospores","18",18,NA,NA
"zygospores unknown. Influence of temperature: at 37°C no growth; at 30°C poor growth; at 25-5°C growth and sporulation, at 25-20°C optimal development, at 5°C very slow. At 5°C repeatedly sympodial short branches develop with small, often sterile sporangia and a long apical branch with a fertile sporangium. Influence of light: insignificant. Influence of medium: on beerwort agar + 20% saccharose at 20°C the sporangiospores were subglobose, 10.8-13.5 µm","Backusella tuberculispora_507954_15791","zygospores","10.8-13.5",12.15,NA,NA
"Zygospores globose to subglobose, 35-55 µm","Mucor ctenidius_507959_34589","Zygospores","35-55",45,NA,NA
"Zygospores biconical (Type II) , 61-74.5 µm","Smittium gronthidium_508060_55757","Zygospores",")61-74.5",67.75,NA,NA
"Zygospores (Type II), 50-61 µm","Legeriosimilis hiemalis_508132_55837","Zygospores",")50-61",55.5,NA,NA
"zygospores (Type I), 26-34 µm","Spartiella aurensis_508133_55839","zygospores",")26-34",30,NA,NA
"Zygospores biconical, Type II, 55-65(-73) x 8-9.5 µm,","Tectimyces gallaecicus_508356_56035","Zygospores","55-65(-73) x 8-9.5",65,8.75,NA
"Zygospores produced homothallically, tightly coiled (two coils min) , overall measuring 17-20 x 4.5-5.5 µm","Orphella lusitanica_508358_56037","Zygospores","17-20 x 4.5-5.5",18.5,5,NA
"Zygospores (Fig. 3k, l) are ellipsoidal with smooth and dark brown to black episporium, 31.75-40.83 µm","Neozygites osornensis_508746_56410","Zygospores","31.75-40.83",36.29,NA,NA
"Zygospores ellipsoidal, with episporium smooth, darkbrown to black, 31.8-40.8 x 21.5-22.7 µm;","Neozygites osornensis_508746_67481","Zygospores","31.8-40.8 x 21.5-22.7",36.3,22.1,NA
"Zygospores biconical, (30-)35-45 x 9-11 µm,","Legeriosimilis cebennensis_511649_58736","Zygospores","(30-)35-45 x 9-11",35,10,NA
"Zygospores biconical, 45-52 x 8.5-10 µm,","Glotzia distorta_519864_60716","Zygospores","45-52 x 8.5-10",48.5,9.25,NA
"Zygospores are not observed. Rhizoids are not well developed. On PDA, colonies grow more rapidly than on SMA, reaching 31.5-33 mm in diam. after 7 days at 25 °C. The initial color of the colonies at 25 °C is light white, which later turned to cotton white. The color of the colony reverse is light-colored to white. The center of the colony appeared moist. Sporangiophores are 2.8-3.0 µm","Gongronella koreana_542779_67091","Zygospores","2.8-3.0",2.9,NA,NA
"Zygospores are not observed on this medium. Colonies on MEA attain a diameter of 27.0-28.5 mm. after 7 days at 25 °C. The color of the colonies is creamy-white. The colony reverse color is milky-white. Sporangiophores are 2.4-2.7 µm","Gongronella koreana_542779_67091","Zygospores","2.4-2.7",2.55,NA,NA
"zygospores mixed with trichospores in the same spore head, helicoid, 42-45 around the coil, with the terminal end projecting prominently from the coil. Coil at the widest part 12.5-13.5 µm","Orphella sinica_543380_67916","zygospores","12.5-13.5",13,NA,NA
"Zygospores are not observed in this medium. Colonies exhibit slower growth on PDA than on SMA, attaining 39.5-41 mm in diam. after 4 days at 25 °C, which is about 15 mm higher than that attained in 3 days. The colonies exhibit slower growth on PDA than on SMA, attaining 39.5-41 mm in diam., and 1.5 mm in height after 4 days at 25 °C. At 25 °C, the colonies appear dark brown in the center, with a lighter margin. The colony reverse is white, with the wavy zonation much more pronounced than that shown by colonies grown on the SMA medium. Sporangiophores are 3.69-4.68 µm","Absidia koreana_545191_69859","Zygospores","3.69-4.68",4.185,NA,NA
"Zygospores stellate, 44.3-66.9 x 36.3-59.2 µm","Mucor lilianae_545895_70550","Zygospores","44.3-66.9 x 36.3-59.2",55.6,47.75,NA
"Zygospores bluntly stellate, 31.9-44.6 x 27.4-41.7 µm","Mucor rudolphii_545896_70551","Zygospores","31.9-44.6 x 27.4-41.7",38.25,34.55,NA
"Zygospores formed after 5 days, mature zygospores smooth, colorless, subglobose, 15-19 µm","Conidiobolus stilbeus_555316_73888","Zygospores","15-19",17,NA,NA
"zygospores smooth, colorless, subglobose, 15-19 µm","Conidiobolus stilbeus_555316_73888","zygospores","15-19",17,NA,NA
"Zygospores 38-83 x 45-86 µm","Mucor stercorarius_555567_74144","Zygospores","38-83 x 45-86",60.5,65.5,NA
"Zygospores can be produced homothallically, helically coiled, 25-27.5 x 5.5-6.5 µm","Orphella cataloochensis_556278_74769","Zygospores","25-27.5 x 5.5-6.5",26.25,6,NA
"Zygospores produced homothallically, coiled in a helix, similar to trichospores in shape but larger, 37-41 x 10.5-11.5 µm","Orphella pseudoavalonensis_556279_74770","Zygospores","37-41 x 10.5-11.5",39,11,NA
"Zygospores 45-55 x 57-63 µm,","Jimgerdemannia flammicorona_560480_77713","Zygospores","45-55 x 57-63",50,60,NA
"Zygospores lance-shaped (131.1-164.1 µm","Lancisporomyces tsukubaensis_561076_77998","Zygospores","(131.1-164.1",147.6,NA,NA
"Zygospores biconical, 36.5-42.2 x 8.3-9.8µm,","Zygopolaropsis sphaerica_561078_78000","Zygospores","36.5-42.2 x 8.3-9.8",39.35,9.05,NA
"Zygospores formed buried in the agar medium (on LCA and HSA) at 18 °C in dark, naked, smooth-walled, globose, 25-45 µm","Mortierella sugadairana_561127_78003","Zygospores","25-45",35,NA,NA
"Zygospores always present, 60-83.5 x 61.5-84 µm.","Absidia jindoensis_561469_78188","Zygospores","60-83.5 x 61.5-84",71.75,72.75,NA
